model,family,sigma,pairs,observed_total,predicted_total,MAE,RMSE,Pearson_log,Spearman_log,R2_log,Median_abs_log_ratio,Mean_abs_log_ratio,zero_pred_share,zero_pred_observed_total,median_improvement_abs_log,mean_improvement_abs_log,share_better_abs_log,R2_log_gain_vs_RM,R2_log_model,R2_log_RM,p10_improvement_abs_log,p90_improvement_abs_log,label,source_model,source_label,null_type,shuffle_id
rel_scaled_sci_2021,relational,5.0,2070,6186048.0,6186048.0,4287.406485052006,18168.53945757079,0.6588925956576611,0.6611287256090187,-0.3179297830597423,0.9444595105892936,0.9685749316435472,0.003864734299516908,163.0,0.04073103314275614,0.0812453677153937,0.7086956521739131,0.2388022342108711,-0.3179297830597423,-0.5567320172706134,-0.2648887760763393,0.40203413732411364,Corridor Social Connectedness (min-max),rel_scaled_sci_2021,Corridor Social Connectedness (min-max),real feature,-1
