model,label,metric,observed,null_mean,null_p05,null_p50,null_p95,z_vs_null,empirical_p_null_ge_observed,n_shuffles
rel_scaled_sci_2021,Corridor Social Connectedness (min-max),median_improvement_abs_log,0.04073103314275614,0.04067351392699529,0.02968275527913769,0.03664123997525612,0.0645362798631667,0.0038415381067466625,0.45454545454545453,10
rel_scaled_sci_2021,Corridor Social Connectedness (min-max),share_better_abs_log,0.7086956521739131,0.6336231884057971,0.6038647342995169,0.6289855072463768,0.677294685990338,2.6650705944094573,0.09090909090909091,10
rel_scaled_sci_2021,Corridor Social Connectedness (min-max),R2_log_gain_vs_RM,0.2388022342108711,0.15285134094315944,0.11280883803420981,0.1513720678165117,0.1963649462706105,2.8032000782767206,0.09090909090909091,10
rel_scaled_sci_2021,Corridor Social Connectedness (min-max),Pearson_log,0.6588925956576611,0.6426498136515701,0.6368411726877755,0.6418795484698431,0.64919458720912,3.3739833013449316,0.09090909090909091,10
