model,family,sigma,pairs,observed_total,predicted_total,MAE,RMSE,Pearson_log,Spearman_log,R2_log,Median_abs_log_ratio,Mean_abs_log_ratio,zero_pred_share,zero_pred_observed_total,median_improvement_abs_log,mean_improvement_abs_log,share_better_abs_log,R2_log_gain_vs_RM,R2_log_model,R2_log_RM,p10_improvement_abs_log,p90_improvement_abs_log,label,median_improvement_ci_low,median_improvement_ci_high,share_better_ci_low,share_better_ci_high,R2_log_gain_ci_low,R2_log_gain_ci_high
rel_diplo_disagreement_log_minmax,relational,2.0,2070,5751056.0,5751056.0,4378.029681140035,22033.128555799616,0.5841014006231341,0.6057530585431109,-1.3313668515311057,1.255272505103306,1.3136214267768047,0.07342995169082125,12919.0,-0.146781480110732,-0.2761558651687993,0.18743961352657004,-0.7952013554996797,-1.3313668515311057,-0.5361654960314259,-0.9401729759830231,0.21250857379411314,Corridor Diplomatic Disagreement (log min-max),-0.16569486547953438,-0.13501081122828923,0.178743961352657,0.1961352657004831,-0.8292092230181382,-0.7590929663533638
gdp_ferm_log_minmax,traditional,1.0,2070,5751056.0,5751056.0,4637.28603416785,21787.48414820482,0.5302746418840923,0.5719570257003224,-1.5121540030466334,1.3218574086589014,1.3842192527184534,0.1642512077294686,27636.0,-0.15098227906671402,-0.3467536911104476,0.30144927536231886,-0.9759885070152075,-1.5121540030466334,-0.5361654960314259,-1.5257954491214325,0.6498129268522312,Node GDP per capita (log min-max),-0.1749053011746094,-0.13293075311187136,0.29178743961352654,0.3115942028985507,-1.0389775934868628,-0.9136926112830492
gdp_ferm_log_rank,traditional,1.0,2070,5751056.0,5751056.0,4667.6234159025435,22745.438946396578,0.50564264780085,0.5471519881988507,-1.6116017416622275,1.3222192947339193,1.404451683685122,0.19516908212560385,43866.0,-0.17810705615667055,-0.36698612207711634,0.28792270531400965,-1.0754362456308015,-1.6116017416622275,-0.5361654960314259,-1.5616131622127027,0.6887898015708952,Node GDP per capita (log rank),-0.19862835414947133,-0.1613841892181367,0.2768115942028985,0.2971014492753623,-1.1444695835952965,-1.0157222260959655
abel_option_b_log_ratio_rank,relational,2.0,2070,5751056.0,5751056.0,4398.67467684367,20196.80787954581,0.5956617912266914,0.5953453699802838,-1.4657119523800621,1.2911063505014273,1.3774797742335285,0.07294685990338164,22279.0,-0.18788411158466203,-0.340014212625523,0.23623188405797102,-0.9295464563486362,-1.4657119523800621,-0.5361654960314259,-1.2717578633698225,0.33885865221178463,Corridor Migration Stock (log-ratio rank),-0.20543283199435056,-0.16872992931278685,0.22705314009661837,0.24444444444444444,-0.989756565486238,-0.8819385401452599
rel_comrelig_log_rank,relational,1.0,2070,5751056.0,5751056.0,4525.696646379915,25603.12406205136,0.4822505635134658,0.46376898441781494,-1.7045400498055292,1.3285299802686834,1.4180873811121557,0.2318840579710145,421344.0,-0.19684431104015443,-0.38062181950415025,0.2492753623188406,-1.1683745537741033,-1.7045400498055292,-0.5361654960314259,-1.4698857428639045,0.4769541534333728,Corridor Common Religion (log rank),-0.21360505394509777,-0.17351453057200067,0.2400966183574879,0.25804830917874394,-1.2324372619568749,-1.1112339799092026
rel_diplo_disagreement_log_rank,relational,1.0,2070,5751056.0,5751056.0,4669.383052833938,26130.302306189584,0.3996452864426187,0.40222723491144946,-2.181723445635676,1.3802112417116061,1.5320109466347314,0.28599033816425123,647810.0,-0.2145682925453989,-0.49454538502672585,0.18792270531400967,-1.6455579496042503,-2.181723445635676,-0.5361654960314259,-1.6673225658547774,0.20390484918922241,Corridor Diplomatic Disagreement (log rank),-0.23333648812003568,-0.19615334894747272,0.17818357487922706,0.1961352657004831,-1.7171067693753876,-1.57638239729106
rel_diplo_disagreement,relational,2.0,2070,5751056.0,5751056.0,4459.070449656126,22106.303380691348,0.5858342693700153,0.6213228519478656,-1.523506643491808,1.3142630966257347,1.3858052656416868,0.09710144927536232,9421.0,-0.224865854250011,-0.3483397040336815,0.15072463768115943,-0.9873411474603822,-1.523506643491808,-0.5361654960314259,-1.033353211473122,0.10958774023654785,Corridor Diplomatic Disagreement (min-max),-0.24645338683620924,-0.20575895316106246,0.14251207729468598,0.15853140096618357,-1.0256616169033863,-0.9516968617386473
rel_comrelig_row_log_zscore,relational,2.0,2070,5751056.0,5751056.0,4587.302767658784,23539.26336439657,0.5071173695498034,0.43646407888035327,-2.140285973127447,1.4206337173317265,1.551916417532048,0.3714975845410628,779990.0,-0.2517961802473847,-0.5144508559240424,0.16376811594202897,-1.6041204770960211,-2.140285973127447,-0.5361654960314259,-1.5564159306703862,0.09394866564247804,Corridor Common Religion (origin log-zscore),-0.26795692600463605,-0.23516487852359125,0.15547826086956523,0.17205797101449274,-1.676295194104693,-1.5404109810696553
rel_scaled_sci_2021_log_rank,relational,1.0,2070,5751056.0,5751056.0,4650.008758864323,27291.695459093567,0.566237005305086,0.6227355008423361,-2.0557662398582357,1.474441074095508,1.5725459029992541,0.3468599033816425,62099.0,-0.2657835160354681,-0.5350803413912484,0.14251207729468598,-1.5196007438268098,-2.0557662398582357,-0.5361654960314259,-1.6535306316865355,0.003960330901997027,Corridor Social Connectedness (log rank),-0.29308764624495337,-0.2447163224831057,0.13478260869565217,0.1502415458937198,-1.5922724388822227,-1.456082510196355
abel_option_b_log_ratio_minmax,relational,1.0,2070,5751056.0,5751056.0,4536.395034830403,21614.884200295404,0.5585013433949584,0.5512604651184206,-1.9211032366701422,1.397969735834833,1.5142564310358124,0.15603864734299516,117157.0,-0.2856138057759609,-0.47679086942780674,0.1681159420289855,-1.3849377406387162,-1.9211032366701422,-0.5361654960314259,-1.521072756715312,0.2570151360748173,Corridor Migration Stock (log-ratio min-max),-0.31124302184160735,-0.26560224422555073,0.15942028985507245,0.17543961352657003,-1.458010973887334,-1.32958564838548
rel_scaled_sci_2021_row_log_zscore,relational,2.0,2070,5751056.0,5751056.0,4658.413565372588,26782.300473426214,0.5590662923911147,0.618795534819355,-2.143767933340716,1.5185139398778875,1.6050053698567683,0.4038647342995169,63928.0,-0.2869397299371885,-0.5675398082487628,0.13333333333333333,-1.6076024373092899,-2.143767933340716,-0.5361654960314259,-1.7047612547727011,0.001818621708566757,Corridor Social Connectedness (origin log-zscore),-0.3092578998796905,-0.2600124215992746,0.12560386473429952,0.14106280193236714,-1.6801632382606673,-1.5509752141787676
rel_diplo_disagreement_row_log_zscore,relational,1.0,2070,5751056.0,5751056.0,4721.213288708905,24977.80523630744,0.35973761157723705,0.27311945426128226,-2.8438138165635936,1.517923691636279,1.7151121318923521,0.47004830917874396,1749042.0,-0.3324718636161061,-0.6776465702843466,0.12318840579710146,-2.3076483205321674,-2.8438138165635936,-0.5361654960314259,-2.0644615799409,0.007254121341342001,Corridor Diplomatic Disagreement (origin log-zscore),-0.36560397626260444,-0.3092896200466483,0.11545893719806763,0.12954589371980674,-2.3874709368221674,-2.23441891100001
rel_diplo_disagreement_log_minmax,relational,1.0,2070,5751056.0,5751056.0,4755.481053962224,26774.458171825318,0.4506617394592011,0.4816787206426581,-2.385338966488988,1.4495605413554586,1.6168272115300182,0.28405797101449276,317164.0,-0.3399197247910838,-0.5793616499220128,0.12995169082125604,-1.849173470457562,-2.385338966488988,-0.5361654960314259,-1.700986791942191,0.014173697878425248,Corridor Diplomatic Disagreement (log min-max),-0.3724825869750841,-0.3154430087890574,0.12214492753623188,0.13671497584541062,-1.9194288064317904,-1.7893097164325
rel_comrelig_log_minmax,relational,0.5,2070,5751056.0,5751055.999999999,5270.513752007539,33016.678912161035,0.25068622292232695,0.20764322351333475,-2.695378246045343,1.4771212547196624,1.666767639367658,0.41497584541062804,1704013.0,-0.34157219598013727,-0.6293020777596525,0.2584541062801932,-2.159212750013917,-2.695378246045343,-0.5361654960314259,-2.1909533345145125,0.38542580106146107,Corridor Common Religion (log min-max),-0.3813112630767731,-0.31359705716934666,0.2497584541062802,0.26763285024154587,-2.245479321508646,-2.0691378190953054
rel_scaled_sci_2021_log_minmax,relational,0.5,2070,5751056.0,5751056.0,4496.704444410971,27913.529833830813,0.42042589760245147,0.42541746171000344,-2.8006483988587565,1.563092488705803,1.7350922313182586,0.6077294685990338,1109589.0,-0.36616382431188554,-0.6976266697102531,0.10821256038647344,-2.2644829028273303,-2.8006483988587565,-0.5361654960314259,-2.089998317297702,0.00034189461512167785,Corridor Social Connectedness (log min-max),-0.39627961599567424,-0.33092206914404,0.10193236714975845,0.11545893719806763,-2.3588822209367346,-2.1667726403733036
rel_comrelig,relational,0.5,2070,5751056.0,5751056.0,5299.67918776725,33393.56470046633,0.23303143814006308,0.184346081193325,-2.7508343788272343,1.4771212547196624,1.6815836146222611,0.4043478260869565,1997886.0,-0.3814188591425962,-0.6441180530142558,0.25120772946859904,-2.2146688827958085,-2.7508343788272343,-0.5361654960314259,-2.191736065692706,0.367547427282032,Corridor Common Religion (min-max),-0.40191973759021227,-0.33322477533940165,0.24202898550724639,0.2608695652173913,-2.300985105168781,-2.1404027247367297
rel_scaled_sci_2021,relational,0.5,2070,5751056.0,5751056.0,5100.202076185561,23983.96353646755,0.16511260948438158,0.2614864396078762,-3.285194453025338,1.5925414514942253,1.8187379857677701,0.5217391304347826,1332610.0,-0.39304144757937953,-0.7812724241597647,0.12657004830917876,-2.7490289569939117,-3.285194453025338,-0.5361654960314259,-2.384034430879438,0.0014189751809744178,Corridor Social Connectedness (min-max),-0.4337513466361717,-0.3730880609410732,0.11884057971014493,0.13429951690821257,-2.8662619301742533,-2.667506745681081
abel_option_b,relational,2.0,2070,5751056.0,5751056.0,4678.032494283709,24001.83055127361,0.4970775389348928,0.4573244873167688,-2.4708589193885,1.5185139398778875,1.665590424759298,0.3497584541062802,440884.0,-0.4034575692253734,-0.6281248631512925,0.11690821256038647,-1.9346934233570743,-2.4708589193885,-0.5361654960314259,-1.861482533530631,0.044277932118488204,Corridor Migration Stock (log-ratio z-score),-0.43270012477162023,-0.3781596766005415,0.1106280193236715,0.12415458937198068,-2.010626960287641,-1.850251331654416
rel_comrelig_log_rank,relational,0.5,2070,5751056.0,5751056.0,4926.267108306251,29480.57324547643,0.29515292619299205,0.2684014473006381,-2.8465726495082295,1.5440680443502757,1.7224767457726209,0.49227053140096616,1640817.0,-0.43330489067279976,-0.6850111841646155,0.14541062801932367,-2.3104071534768034,-2.8465726495082295,-0.5361654960314259,-2.1174514739004406,0.14184920217660282,Corridor Common Religion (log rank),-0.45359435656069946,-0.406599373271811,0.13768115942028986,0.15265700483091788,-2.3967275519833886,-2.219595295406067
rel_diplo_disagreement,relational,1.0,2070,5751056.0,5751056.0,4872.033629286599,28555.31666710491,0.4577133026371324,0.5037318644133069,-2.611246850871482,1.5179910565614732,1.6944420981347748,0.3178743961352657,345804.0,-0.440540726980309,-0.6569765365267692,0.10144927536231885,-2.075081354840056,-2.611246850871482,-0.5361654960314259,-1.84094244968279,5.897913059280564e-05,Corridor Diplomatic Disagreement (min-max),-0.4752775237191382,-0.4103218698372705,0.09565217391304348,0.10821256038647344,-2.138434767823817,-2.004994974023551
rel_scaled_sci_2021_row_log_zscore,relational,1.0,2070,5751056.0,5751056.0,5104.5475560907835,33109.98920282056,0.2647631977697376,0.24727434860232445,-3.4200958151245695,1.6155277380553685,1.8701894348375532,0.7497584541062802,1919391.0,-0.460015364390825,-0.8327238732295474,0.08743961352657005,-2.8839303190931433,-3.4200958151245695,-0.5361654960314259,-2.35264661905354,-0.0003333665022391833,Corridor Social Connectedness (origin log-zscore),-0.4964420928156785,-0.4186508981763791,0.08164251207729468,0.09371980676328502,-2.975758362180839,-2.7920657975372816
rel_scaled_sci_2021_log_rank,relational,0.5,2070,5751056.0,5751056.0,5084.659946226694,32844.401996784705,0.28665979911747275,0.3204778666967824,-3.347877847185732,1.6280559419398988,1.8643247881781244,0.7159420289855073,1560508.0,-0.47901204584818946,-0.826859226570119,0.0782608695652174,-2.8117123511543056,-3.347877847185732,-0.5361654960314259,-2.2795454670485795,-0.0006191736957957849,Corridor Social Connectedness (log rank),-0.5142658779065542,-0.440983894090913,0.07238647342995169,0.08405797101449275,-2.901658780483992,-2.7207550332755805
rel_scaled_sci_2021_row_log_zscore,relational,0.5,2070,5751056.0,5751056.0,5133.939584212715,33385.157693002504,0.15085992715785826,0.02519552252640039,-3.7870421024639107,1.6434526764861874,1.933082548588874,0.8347826086956521,4962264.0,-0.5026532200662424,-0.8956169869808687,0.07971014492753623,-3.2508766064324846,-3.7870421024639107,-0.5361654960314259,-2.5364065528633404,-0.0005143174323801981,Corridor Social Connectedness (origin log-zscore),-0.541680501759454,-0.46474580111400876,0.07391304347826087,0.08550724637681159,-3.360021787991846,-3.1622765650862603
rel_diplo_disagreement_log_rank,relational,0.5,2070,5751056.0,5751056.0,4923.8265605479655,31197.596814527853,0.2698936511571619,0.17173081725918896,-3.3498398062881183,1.599775542007035,1.8451357296398612,0.6584541062801932,3259380.0,-0.5107256301663315,-0.8076701680318555,0.0966183574879227,-2.813674310256692,-3.3498398062881183,-0.5361654960314259,-2.2652613156566455,-0.0002741214597667851,Corridor Diplomatic Disagreement (log rank),-0.5485126504853611,-0.46449238894570866,0.08985507246376812,0.10338164251207729,-2.907362228250571,-2.7255922787278903
gdp_ferm_log_rank,traditional,0.5,2070,5751056.0,5751056.0,5127.709500281006,30853.928226989447,0.23520513006221838,0.2365062758361172,-3.3363032355383675,1.568201724066995,1.8280400868614788,0.6545893719806763,3232904.0,-0.5245713921277486,-0.7905745252534734,0.1285024154589372,-2.8001377395069413,-3.3363032355383675,-0.5361654960314259,-2.389696192383683,0.17572027833177195,Node GDP per capita (log rank),-0.5517805451084961,-0.4842032886565042,0.12077294685990338,0.1357487922705314,-2.896600638582014,-2.724725337713573
gdp_ferm,traditional,1.0,2070,5751056.0,5751056.0,5069.171979053395,28261.287321273416,0.25554661588508215,0.30642771483203424,-3.208749398785133,1.568201724066995,1.8065834896640052,0.5922705314009662,1691669.0,-0.5254574664064537,-0.7691179280559997,0.13043478260869565,-2.672583902753707,-3.208749398785133,-0.5361654960314259,-2.2916617750370696,0.1594316844864907,Node GDP per capita (log z-score),-0.5607366395283964,-0.4880151935617656,0.12367149758454106,0.13768115942028986,-2.7654320640092394,-2.5860117026608562
abel_option_b_log_ratio_rank,relational,1.0,2070,5751056.0,5751056.0,4853.449770465779,28534.703457064585,0.4369967356750599,0.42500510030213035,-2.9084355290519315,1.5797835966168101,1.782040086317943,0.4671497584541063,897109.0,-0.5277998919793006,-0.7445745247099377,0.08357487922705314,-2.3722700330205058,-2.9084355290519315,-0.5361654960314259,-2.0142509274823066,-0.0009260998623304306,Corridor Migration Stock (log-ratio rank),-0.5577928274328862,-0.4927199891997563,0.07681159420289856,0.08888888888888889,-2.460456006708612,-2.2863220581995374
rel_comrelig_row_log_zscore,relational,1.0,2070,5751056.0,5751056.0,4891.761183499463,31557.242595834465,0.40611203606397756,0.3360422140704058,-3.0657868577448495,1.5983514860683425,1.8136030288293794,0.6014492753623188,2068406.0,-0.5477151442816675,-0.776137467221374,0.08019323671497584,-2.5296213617134233,-3.0657868577448495,-0.5361654960314259,-2.146484917177066,-0.0007288342165717263,Corridor Common Religion (origin log-zscore),-0.5721105257518899,-0.512339412592784,0.07391304347826087,0.08647342995169083,-2.619648804422136,-2.4406300511449834
gdp_ferm_log_minmax,traditional,0.5,2070,5751056.0,5751056.0,5092.674742868251,29252.8823471629,0.22887005126679694,0.25626564311997013,-3.373266189696322,1.5910646070264993,1.8424866085547034,0.6526570048309178,3116744.0,-0.561777983354672,-0.8050210469466977,0.11932367149758454,-2.8371006936648957,-3.373266189696322,-0.5361654960314259,-2.3818845622757694,0.11317100299506438,Node GDP per capita (log min-max),-0.5942611197286665,-0.5264345221381068,0.11207729468599034,0.12568115942028985,-2.9291195918374804,-2.75727138772576
rel_diplo_disagreement_log_minmax,relational,0.5,2070,5751056.0,5751056.0,5047.702818169076,32134.08109850163,0.2532538207674012,0.21519129542712262,-3.5776247563439396,1.6385685935523995,1.9099091538075554,0.7009661835748793,2877677.0,-0.5714094502337823,-0.8724435921995499,0.07729468599033816,-3.0414592603125135,-3.5776247563439396,-0.5361654960314259,-2.403236053619896,-0.00098074359071909,Corridor Diplomatic Disagreement (log min-max),-0.5932369116979205,-0.5338999722883089,0.07149758454106281,0.08309178743961353,-3.142642441106649,-2.955764101211435
abel_option_b_log_ratio_minmax,relational,0.5,2070,5751056.0,5751056.0,4947.535113833972,30503.55896391007,0.38250290113094876,0.3973005766574103,-3.253068126769117,1.6334684555795866,1.8622440764635415,0.6420289855072464,1573583.0,-0.590220924430163,-0.824778514855536,0.052657004830917876,-2.7169026307376907,-3.253068126769117,-0.5361654960314259,-2.1998630083171165,-0.0032605509703805134,Corridor Migration Stock (log-ratio min-max),-0.6157820374252405,-0.5635796697068596,0.04823188405797101,0.057971014492753624,-2.805869899170159,-2.626903423109479
rel_diplo_disagreement_row_log_zscore,relational,0.5,2070,5751056.0,5751056.0,4888.056690676998,29599.75952972614,0.2708133655789884,0.17185238146497658,-3.6325534581241197,1.6532125137753437,1.9275369492383363,0.7657004830917874,3582597.0,-0.5910409323434754,-0.8900713876303308,0.0647342995169082,-3.0963879620926935,-3.6325534581241197,-0.5361654960314259,-2.3727390489459625,-0.0017327587859546044,Corridor Diplomatic Disagreement (origin log-zscore),-0.6242903686429517,-0.5694752285225342,0.05893719806763285,0.07004830917874397,-3.195830424195325,-3.012430663951036
rel_diplo_disagreement,relational,0.5,2070,5751056.0,5751056.0,5087.650963245059,33065.607230519636,0.24873843971659043,0.22823367072139525,-3.7373911552167245,1.6812412373755872,1.955826556765547,0.7584541062801933,3318379.0,-0.6243824218580544,-0.9183609951575414,0.06231884057971015,-3.2012256591852983,-3.7373911552167245,-0.5361654960314259,-2.503325740174734,-0.0019096614843191122,Corridor Diplomatic Disagreement (min-max),-0.6531905836440774,-0.59705168490252,0.05652173913043478,0.06763285024154589,-3.2921059798000822,-3.116847863863812
gdp_ferm,traditional,0.5,2070,5751056.0,5751056.0,5187.635484374631,31991.37614458242,0.16789315262750923,0.13705222791658223,-3.829181115091532,1.6532125137753437,1.9583992033097886,0.8526570048309179,4922028.0,-0.6461891021395867,-0.920933641701783,0.07681159420289856,-3.293015619060106,-3.829181115091532,-0.5361654960314259,-2.5342855857464723,-0.0016629128416347644,Node GDP per capita (log z-score),-0.6725121801311331,-0.6153994408856723,0.07101449275362319,0.08309178743961353,-3.3889758502417497,-3.1913156234981326
abel_option_b,relational,1.0,2070,5751056.0,5751056.0,5057.053202584068,32267.218624046636,0.3096298812264931,0.3346694865384574,-3.591213294403995,1.662757831681574,1.9353408766246791,0.7734299516908213,2467104.0,-0.6477006530777807,-0.8978753150166736,0.042028985507246375,-3.055047798372569,-3.591213294403995,-0.5361654960314259,-2.3327448739217043,-0.0049679237178662265,Corridor Migration Stock (log-ratio z-score),-0.6722622181342298,-0.6248760099911217,0.03768115942028986,0.04685990338164251,-3.157859935106319,-2.974126950163196
rel_comrelig_row_log_zscore,relational,0.5,2070,5751056.0,5751056.0,4955.141982109733,32562.76029788802,0.2321536937503707,0.16721777628892334,-3.885355129853072,1.7160033436347992,1.9914172000850825,0.8623188405797102,4029856.0,-0.6675257345047483,-0.9539516384770766,0.05217391304347826,-3.349189633821646,-3.885355129853072,-0.5361654960314259,-2.526747120142116,-0.0030073728188871832,Corridor Common Religion (origin log-zscore),-0.7122382481314227,-0.6433806736625249,0.04685990338164251,0.057004830917874394,-3.464181999062927,-3.2515655569297546
abel_option_b_log_ratio_rank,relational,0.5,2070,5751056.0,5751056.0,5157.0084187265975,33339.419800596406,0.2444089909759131,0.29071930882006375,-3.860297785164688,1.7160033436347992,1.9947413283371238,0.8391304347826087,3169861.0,-0.691147289145321,-0.9572757667291186,0.02995169082125604,-3.324132289133262,-3.860297785164688,-0.5361654960314259,-2.508413273859836,-0.007358769617451425,Corridor Migration Stock (log-ratio rank),-0.7294330117942607,-0.6542505525097003,0.026570048309178744,0.033816425120772944,-3.4205547338791327,-3.22944958412098
abel_option_b,relational,0.5,2070,5751056.0,5751056.0,5202.961392541702,33652.326612013836,0.19107017673397905,0.21169809413757917,-4.064205741934555,1.7403626894942439,2.0360602800653234,0.9309178743961353,4865525.0,-0.7193180522166508,-0.9985947184573176,0.021739130434782608,-3.528040245903129,-4.064205741934555,-0.5361654960314259,-2.580087124655352,-0.009247663017599462,Corridor Migration Stock (log-ratio z-score),-0.7497241647086335,-0.6779029418709498,0.01884057971014493,0.025120772946859903,-3.6212376172535077,-3.4323109189913534
