model,family,sigma,pairs,observed_total,predicted_total,MAE,RMSE,Pearson_log,Spearman_log,R2_log,Median_abs_log_ratio,Mean_abs_log_ratio,zero_pred_share,zero_pred_observed_total,median_improvement_abs_log,mean_improvement_abs_log,share_better_abs_log,R2_log_gain_vs_RM,R2_log_model,R2_log_RM,p10_improvement_abs_log,p90_improvement_abs_log,label,median_improvement_ci_low,median_improvement_ci_high,share_better_ci_low,share_better_ci_high,R2_log_gain_ci_low,R2_log_gain_ci_high
rel_comrelig_log_minmax,relational,8.0,2070,5751056.0,5751056.0,3944.986798038879,16800.100810638258,0.6744035047499194,0.6742078969121055,-0.43507222709845306,0.9613542823011447,1.0009749338187053,0.007729468599033816,251.0,0.02189502424352613,0.03649062778930015,0.6275362318840579,0.10109326893297288,-0.43507222709845306,-0.5361654960314259,-0.2527222305950247,0.28877912330213223,Corridor Common Religion (log min-max),0.018150353642970407,0.024443360384733402,0.6178743961352657,0.6371980676328503,0.09098690416656643,0.11001731328327505
gdp_ferm_log_minmax,traditional,2.0,2070,5751056.0,5751056.0,3946.409120908193,16331.319196310227,0.702038154301249,0.7086277821288023,-0.2845230772275875,0.9103062824126336,0.9541675595233411,0.014009661835748793,499.0,0.018461002458053356,0.08329800208466447,0.5560386473429951,0.2516424188038384,-0.2845230772275875,-0.5361654960314259,-0.6277067753741952,0.8655328990043355,Node GDP per capita (log min-max),0.013063828667150742,0.025117196498821694,0.5458164251207729,0.5666666666666667,0.2246265392880927,0.2796412574668984
rel_scaled_sci_2021,relational,2.0,2070,5751056.0,5751056.0,4030.245499155976,17111.82648406697,0.6453366457673623,0.6461813244973403,-0.3094762814459344,0.9182130841466798,0.964893479098798,0.004830917874396135,187.0,0.017650812673913996,0.0725720825092076,0.6144927536231884,0.22668921458549152,-0.3094762814459344,-0.5361654960314259,-0.5162240729170823,0.6761239446561863,Corridor Social Connectedness (min-max),0.012646803457810498,0.02323538140815,0.6028985507246377,0.6241545893719807,0.19814319324058577,0.25411302172555283
rel_comrelig_log_minmax,relational,5.0,2070,5751056.0,5751056.0,3956.8150570725365,16787.79424008131,0.6689414979258241,0.6667160775618567,-0.44658483986900377,0.9721782782406447,1.0068098675249608,0.008695652173913044,622.0,0.01691080520110716,0.030655694083044426,0.5859903381642512,0.08958065616242217,-0.44658483986900377,-0.5361654960314259,-0.43505777955599867,0.44093018213691754,Corridor Common Religion (log min-max),0.013406178592086544,0.022074089461862068,0.5758454106280193,0.5961352657004831,0.07125966666128931,0.10791119088949559
gdp_ferm_log_rank,traditional,2.0,2070,5751056.0,5751056.0,4026.8974180058894,16881.226476863292,0.6902560514217109,0.6991429804991689,-0.3396296284137408,0.9378386289146688,0.9760320234563286,0.015458937198067632,569.0,0.009984958994446846,0.06143353815167687,0.5362318840579711,0.19653586761768516,-0.3396296284137408,-0.5361654960314259,-0.7018530750488243,0.8402486598223317,Node GDP per capita (log rank),0.005991245925681396,0.017474254809013073,0.5256038647342995,0.5469371980676329,0.16646179046647017,0.22842090507100332
abel_option_b_log_ratio_rank,relational,8.0,2070,5751056.0,5751056.0,3979.893213087143,17001.058119550584,0.6668796330664608,0.6656122200933031,-0.5220764428578815,0.9830033336395944,1.0323517447030828,0.015458937198067632,689.0,0.0029384542470076783,0.00511381690492257,0.5367149758454106,0.014089053173544475,-0.5220764428578815,-0.5361654960314259,-0.2489923208232521,0.25160093515720583,Corridor Migration Stock (log-ratio rank),0.0015735686175326704,0.005022444510458427,0.5251207729468599,0.5483091787439613,0.00310197845187103,0.026723832864713408
abel_option_b_log_ratio_minmax,relational,8.0,2070,5751056.0,5751056.0,3968.1732952467555,16915.445353830288,0.6658192200130252,0.665390235534516,-0.5132680221026014,0.9899548630942204,1.0286787141602807,0.011111111111111112,407.0,0.002024824896567634,0.00878684744772505,0.5357487922705314,0.022897473928824574,-0.5132680221026014,-0.5361654960314259,-0.14221380797036925,0.17223731586969016,Corridor Migration Stock (log-ratio min-max),0.0010087208329294661,0.002898914132522634,0.5241545893719807,0.5458937198067633,0.015682562127023826,0.02962959084625235
rel_scaled_sci_2021_log_minmax,relational,8.0,2070,5751056.0,5751056.0,3915.7257471420553,16652.274171668603,0.6773672997129497,0.6793984871750322,-0.5073213163893988,0.998273723734538,1.033182155162148,0.00821256038647343,411.0,0.0008203838519439482,0.0042834064458573086,0.5328502415458937,0.028844179642027123,-0.5073213163893988,-0.5361654960314259,-0.1354863012627119,0.14615165160715035,Corridor Social Connectedness (log min-max),0.0004667812013321937,0.0011421099376319591,0.5227053140096618,0.5444444444444444,0.022898619790735496,0.035297913763919456
rel_diplo_disagreement_log_rank,relational,8.0,2070,5751056.0,5751056.0,4003.598166444058,17758.081552642394,0.6542392142699747,0.6601039011724111,-0.5399839118702585,0.9982203438026042,1.03531919705699,0.010144927536231883,336.0,0.0004307160432895918,0.002146364551015559,0.5144927536231884,-0.0038184158388325784,-0.5399839118702585,-0.5361654960314259,-0.19661575769267792,0.18696327509789332,Corridor Diplomatic Disagreement (log rank),7.964240143647717e-05,0.000845661986756423,0.5053140096618357,0.5265700483091788,-0.011406837451382339,0.0033214997187286915
rel_scaled_sci_2021_log_minmax,relational,5.0,2070,5751056.0,5751056.0,3910.2411686632163,16768.929775942634,0.6840964539375969,0.6854187611761976,-0.5080951033566532,1.0123267168175873,1.037721714212246,0.012077294685990338,466.0,0.00036804505635334994,-0.0002561526042404982,0.5207729468599034,0.028070392674772737,-0.5080951033566532,-0.5361654960314259,-0.23166038675252087,0.22093389125636703,Corridor Social Connectedness (log min-max),0.00016214515762724702,0.0007685682004240982,0.5106280193236715,0.5333333333333333,0.018859595112571546,0.039511630114138156
